volcano_number,volcano_name,primary_volcano_type,country,latitude,longitude,elevation,tectonic_settings,evidence_category
268040,Gamkonora,Stratovolcano,Indonesia,1.38,127.53,1635,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
268050,Todoko-Ranu,Caldera(s),Indonesia,1.25,127.47,979,Subduction zone / Oceanic crust (< 15 km),Evidence Credible
268051,Jailolo,Stratovolcano,Indonesia,1.08,127.439,993,Subduction zone / Oceanic crust (< 15 km),Evidence Credible
268052,Hiri,Stratovolcano,Indonesia,0.9,127.32,630,Subduction zone / Oceanic crust (< 15 km),Evidence Credible
268060,Gamalama,Stratovolcano(es),Indonesia,0.8,127.33,1715,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
268061,Tidore,Stratovolcano,Indonesia,0.658,127.4,1730,Subduction zone / Oceanic crust (< 15 km),Evidence Credible
268062,Mare,Stratovolcano,Indonesia,0.57,127.4,308,Subduction zone / Oceanic crust (< 15 km),Evidence Credible
268063,Moti,Stratovolcano,Indonesia,0.454,127.411,927,Subduction zone / Oceanic crust (< 15 km),Evidence Credible
268070,Makian,Stratovolcano,Indonesia,0.32,127.4,1357,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
268071,Tigalalu,Stratovolcano,Indonesia,0.07,127.42,422,Subduction zone / Oceanic crust (< 15 km),Evidence Credible
268072,Amasing,Stratovolcano(es),Indonesia,-0.53,127.48,1030,Subduction zone / Oceanic crust (< 15 km),Evidence Credible
268073,Bibinoi,Stratovolcano(es),Indonesia,-0.761,127.725,932,Subduction zone / Oceanic crust (< 15 km),Evidence Credible
271010,Balut,Stratovolcano,Philippines,5.4,125.375,862,Subduction zone / Continental crust (>25 km),Unrest / Holocene
271011,Parker,Stratovolcano,Philippines,6.113,124.892,1824,Subduction zone / Continental crust (>25 km),Eruption Observed
271020,Matutum,Stratovolcano,Philippines,6.37,125.07,2286,Subduction zone / Continental crust (>25 km),Eruption Dated
271030,Apo,Stratovolcano,Philippines,6.989,125.269,2938,Subduction zone / Continental crust (>25 km),Unrest / Holocene
271031,Leonard Range,Stratovolcano,Philippines,7.382,126.047,1080,Subduction zone / Continental crust (>25 km),Eruption Dated
271040,Makaturing,Stratovolcano,Philippines,7.644,124.317,1818,Subduction zone / Continental crust (>25 km),Eruption Observed
271060,Ragang,Stratovolcano,Philippines,7.691,124.507,2790,Subduction zone / Continental crust (>25 km),Eruption Observed
271061,Kalatungan,Stratovolcano,Philippines,7.95,124.8,2824,Subduction zone / Continental crust (>25 km),Evidence Uncertain
271070,Musuan,Lava dome,Philippines,7.877,125.068,646,Subduction zone / Continental crust (>25 km),Evidence Uncertain
271071,Malindang,Stratovolcano,Philippines,8.22,123.63,2404,Subduction zone / Continental crust (>25 km),Evidence Credible
271080,Camiguin,Stratovolcano(es),Philippines,9.203,124.673,1552,Subduction zone / Continental crust (>25 km),Eruption Observed
272010,Cuernos de Negros,Complex,Philippines,9.25,123.17,1862,Subduction zone / Continental crust (>25 km),Unrest / Holocene
272020,Kanlaon,Stratovolcano,Philippines,10.412,123.132,2435,Subduction zone / Continental crust (>25 km),Eruption Observed
272030,Mandalagan,Complex,Philippines,10.65,123.25,1885,Subduction zone / Continental crust (>25 km),Unrest / Holocene
272040,Silay,Stratovolcano,Philippines,10.77,123.23,1510,Subduction zone / Continental crust (>25 km),Unrest / Holocene
272050,Cabalían,Stratovolcano,Philippines,10.285,125.218,912,Subduction zone / Continental crust (>25 km),Eruption Dated
272070,Mahagnao,Stratovolcano,Philippines,10.882,124.888,860,Subduction zone / Continental crust (>25 km),Unrest / Holocene
272080,Biliran,Compound,Philippines,11.523,124.535,1301,Subduction zone / Continental crust (>25 km),Eruption Observed
273010,Bulusan,Stratovolcano(es),Philippines,12.769,124.056,1535,Subduction zone / Continental crust (>25 km),Eruption Observed
273020,Pocdol Mountains,Compound,Philippines,13.05,123.958,1102,Subduction zone / Continental crust (>25 km),Unrest / Holocene
273030,Mayon,Stratovolcano,Philippines,13.257,123.685,2462,Subduction zone / Continental crust (>25 km),Eruption Observed
273031,Masaraga,Stratovolcano,Philippines,13.32,123.6,1328,Subduction zone / Continental crust (>25 km),Evidence Credible
273041,Iriga,Stratovolcano,Philippines,13.458,123.451,1138,Subduction zone / Continental crust (>25 km),Evidence Credible
273042,Isarog,Stratovolcano,Philippines,13.658,123.38,1966,Subduction zone / Continental crust (>25 km),Eruption Dated
273044,Malindig,Stratovolcano,Philippines,13.24,122.018,1157,Subduction zone / Continental crust (>25 km),Evidence Credible
273050,Banahaw,Complex,Philippines,14.07,121.48,2158,Subduction zone / Continental crust (>25 km),Evidence Credible
273060,San Pablo Volcanic Field,Stratovolcano,Philippines,14.12,121.3,1090,Subduction zone / Continental crust (>25 km),Eruption Dated
273070,Taal,Caldera,Philippines,14.002,120.993,311,Subduction zone / Continental crust (>25 km),Eruption Observed
273080,Laguna Caldera,Caldera,Philippines,14.42,121.27,743,Subduction zone / Continental crust (>25 km),Unrest / Holocene
273081,Mariveles,Stratovolcano,Philippines,14.527,120.482,1388,Subduction zone / Continental crust (>25 km),Eruption Dated
273082,Natib,Stratovolcano,Philippines,14.72,120.4,1253,Subduction zone / Continental crust (>25 km),Evidence Uncertain
273083,Pinatubo,Stratovolcano,Philippines,15.13,120.35,1486,Subduction zone / Continental crust (>25 km),Eruption Observed
273084,Arayat,Stratovolcano,Philippines,15.2,120.742,1026,Subduction zone / Continental crust (>25 km),Evidence Uncertain
273087,Patoc,Stratovolcano,Philippines,17.147,120.98,1865,Subduction zone / Continental crust (>25 km),Unrest / Holocene
273088,Ambalatungan Group,Compound,Philippines,17.32,121.1,2329,Subduction zone / Continental crust (>25 km),Unrest / Holocene
273090,Cagua,Stratovolcano,Philippines,18.222,122.123,1133,Subduction zone / Continental crust (>25 km),Eruption Observed
274010,Camiguin de Babuyanes,Stratovolcano,Philippines,18.83,121.86,712,Subduction zone / Crustal thickness unknown,Eruption Observed
274020,Didicas,Compound,Philippines,19.077,122.202,228,Subduction zone / Crustal thickness unknown,Eruption Observed
274030,Babuyan Claro,Stratovolcano(es),Philippines,19.523,121.94,1080,Subduction zone / Crustal thickness unknown,Eruption Observed
274050,Unnamed,Submarine,Philippines,20.33,121.75,-24,Subduction zone / Crustal thickness unknown,Eruption Observed
274060,Iraya,Stratovolcano,Philippines,20.469,122.01,1009,Subduction zone / Crustal thickness unknown,Eruption Observed
275001,Hainan Volcanic Field,Pyroclastic cone(s),China,19.905,110.229,196,Intraplate / Continental crust (>25 km),Eruption Observed
275020,Ly Son Group,Volcanic field,Vietnam,15.38,109.12,157,Intraplate / Continental crust (>25 km),Evidence Credible
275030,Toroeng Prong,Pyroclastic cone,Vietnam,14.93,108,800,Intraplate / Continental crust (>25 km),Evidence Uncertain
275040,Haut Dong Nai,Volcanic field,Vietnam,11.6,108.2,1000,Intraplate / Continental crust (>25 km),Evidence Uncertain
275050,Bas Dong Nai,Volcanic field,Vietnam,10.8,107.2,392,Intraplate / Continental crust (>25 km),Evidence Uncertain
275060,"Cendres, Ile des",Submarine,Vietnam,10.158,109.014,-20,Intraplate / Continental crust (>25 km),Eruption Observed
275070,Veteran,Submarine,Vietnam,9.83,109.05,-50,Intraplate / Continental crust (>25 km),Unrest / Holocene
275080,Popa,Stratovolcano,Burma (Myanmar),20.92,95.25,1518,Intraplate / Continental crust (>25 km),Eruption Dated
275100,Singu Plateau,Fissure vent(s),Burma (Myanmar),22.7,95.98,507,Intraplate / Continental crust (>25 km),Evidence Credible
275110,Tengchong,Pyroclastic cone(s),China,25.23,98.5,2865,Intraplate / Continental crust (>25 km),Eruption Dated
281031,Kueishantao,Stratovolcano,Taiwan,24.841,121.953,361,Subduction zone / Continental crust (>25 km),Eruption Observed
281032,Tatun Volcanic Group,Lava dome(s),Taiwan,25.178,121.553,1120,Subduction zone / Continental crust (>25 km),Eruption Dated
282010,Submarine Volcano NNE of Iriomotejima,Submarine,Japan,24.57,123.93,-200,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
282020,Io-Torishima,Complex,Japan,27.881,128.223,212,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
282021,Yokoatejima,Stratovolcano(es),Japan,28.797,128.997,495,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
282022,Akusekijima,Stratovolcano(es),Japan,29.465,129.594,555,Subduction zone / Oceanic crust (< 15 km),Evidence Uncertain
282030,Suwanosejima,Stratovolcano(es),Japan,29.638,129.714,796,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
282040,Nakanoshima,Stratovolcano(es),Japan,29.859,129.857,979,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
282043,Kuchinoshima,Stratovolcano(es),Japan,29.968,129.926,628,Subduction zone / Oceanic crust (< 15 km),Eruption Dated
282050,Kuchinoerabujima,Stratovolcano(es),Japan,30.443,130.217,657,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
282060,Kikai,Caldera,Japan,30.793,130.305,704,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
282070,Ata,Caldera(s),Japan,31.22,130.57,924,Subduction zone / Continental crust (>25 km),Eruption Observed
282080,Aira,Caldera,Japan,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed
282081,Yonemaru-Sumiyoshiike,Maar(s),Japan,31.771,130.592,40,Subduction zone / Continental crust (>25 km),Eruption Dated
282090,Kirishimayama,Shield,Japan,31.934,130.862,1700,Subduction zone / Continental crust (>25 km),Eruption Observed
282091,Fukue,Shield(s),Japan,32.657,128.849,315,Subduction zone / Continental crust (>25 km),Eruption Dated
282100,Unzendake,Complex,Japan,32.761,130.299,1483,Subduction zone / Continental crust (>25 km),Eruption Observed
282110,Asosan,Caldera,Japan,32.884,131.104,1592,Subduction zone / Continental crust (>25 km),Eruption Observed
282120,Kujusan,Stratovolcano(es),Japan,33.086,131.249,1791,Subduction zone / Continental crust (>25 km),Eruption Observed
282130,Yufu-Tsurumi,Lava dome(s),Japan,33.282,131.39,1584,Subduction zone / Continental crust (>25 km),Eruption Observed
283001,Abu,Shield(s),Japan,34.5,131.6,641,Subduction zone / Continental crust (>25 km),Eruption Dated
283002,Sanbesan,Stratovolcano,Japan,35.141,132.622,1126,Subduction zone / Continental crust (>25 km),Eruption Dated
283003,Oki-Dogo,Shield,Japan,36.176,133.334,151,Subduction zone / Continental crust (>25 km),Evidence Credible
283010,Izu-Tobu,Pyroclastic cone(s),Japan,34.9,139.098,1406,Subduction zone / Continental crust (>25 km),Eruption Observed
283020,Hakoneyama,Complex,Japan,35.233,139.021,1438,Subduction zone / Continental crust (>25 km),Eruption Dated
283030,Fujisan,Stratovolcano,Japan,35.361,138.728,3776,Subduction zone / Continental crust (>25 km),Eruption Observed
283031,Yokodake,Stratovolcano(es),Japan,36.087,138.32,2480,Subduction zone / Continental crust (>25 km),Eruption Dated
283040,Ontakesan,Complex,Japan,35.893,137.48,3067,Subduction zone / Continental crust (>25 km),Eruption Observed
283050,Hakusan,Stratovolcano,Japan,36.155,136.771,2702,Subduction zone / Continental crust (>25 km),Eruption Observed
283060,Norikuradake,Stratovolcano(es),Japan,36.106,137.554,3026,Subduction zone / Continental crust (>25 km),Eruption Dated
283069,Akandanayama,Stratovolcano,Japan,36.2,137.573,2109,,Evidence Credible
283070,Yakedake,Stratovolcano(es),Japan,36.227,137.587,2455,Subduction zone / Continental crust (>25 km),Eruption Observed
283071,Washiba-Kumonotaira,Shield(s),Japan,36.408,137.594,2924,Subduction zone / Continental crust (>25 km),Evidence Credible
283080,Midagahara,Stratovolcano,Japan,36.571,137.59,2621,Subduction zone / Continental crust (>25 km),Eruption Observed
283090,Niigata-Yakeyama,Lava dome,Japan,36.921,138.036,2400,Subduction zone / Continental crust (>25 km),Eruption Observed
283100,Myokosan,Stratovolcano,Japan,36.891,138.114,2454,Subduction zone / Continental crust (>25 km),Eruption Dated
283110,Asamayama,Complex,Japan,36.406,138.523,2568,Subduction zone / Continental crust (>25 km),Eruption Observed
283120,Kusatsu-Shiranesan,Stratovolcano(es),Japan,36.618,138.528,2165,Subduction zone / Continental crust (>25 km),Eruption Observed
283121,Shiga,Shield(s),Japan,36.688,138.519,2041,Subduction zone / Continental crust (>25 km),Evidence Uncertain
283122,Harunasan,Stratovolcano,Japan,36.477,138.851,1449,Subduction zone / Continental crust (>25 km),Eruption Dated
283130,Akagisan,Stratovolcano,Japan,36.56,139.193,1828,Subduction zone / Continental crust (>25 km),Evidence Uncertain
283131,Hiuchigatake,Stratovolcano,Japan,36.955,139.285,2356,Subduction zone / Continental crust (>25 km),Eruption Observed
283140,Nikko-Shiranesan,Shield,Japan,36.799,139.376,2578,Subduction zone / Continental crust (>25 km),Eruption Observed
283141,Nantaisan,Stratovolcano,Japan,36.765,139.491,2486,Subduction zone / Continental crust (>25 km),Eruption Dated
283142,Omanago Group,Lava dome(s),Japan,36.795,139.507,2341,Subduction zone / Continental crust (>25 km),Eruption Dated
283143,Takaharayama,Stratovolcano,Japan,36.9,139.777,1795,Subduction zone / Continental crust (>25 km),Eruption Dated
283150,Nasudake,Stratovolcano(es),Japan,37.125,139.963,1915,Subduction zone / Continental crust (>25 km),Eruption Observed
283151,Numazawa,Shield,Japan,37.444,139.566,835,Subduction zone / Continental crust (>25 km),Eruption Dated
283160,Bandaisan,Stratovolcano,Japan,37.601,140.072,1816,Subduction zone / Continental crust (>25 km),Eruption Observed
283170,Adatarayama,Stratovolcano(es),Japan,37.647,140.281,1728,Subduction zone / Continental crust (>25 km),Eruption Observed
283180,Azumayama,Stratovolcano(es),Japan,37.735,140.244,1949,Subduction zone / Continental crust (>25 km),Eruption Observed
283190,Zaozan [Zaosan],Complex,Japan,38.144,140.44,1841,Subduction zone / Continental crust (>25 km),Eruption Observed
283191,Hijiori,Caldera,Japan,38.599,140.162,552,Subduction zone / Continental crust (>25 km),Evidence Credible
283200,Naruko,Caldera,Japan,38.729,140.734,470,Subduction zone / Continental crust (>25 km),Eruption Observed
283210,Kurikomayama,Stratovolcano,Japan,38.961,140.788,1627,Subduction zone / Continental crust (>25 km),Eruption Observed
283220,Chokaisan,Stratovolcano(es),Japan,39.099,140.049,2236,Subduction zone / Continental crust (>25 km),Eruption Observed
283230,Akita-Komagatake,Stratovolcano(es),Japan,39.761,140.799,1637,Subduction zone / Continental crust (>25 km),Eruption Observed
283240,Iwatesan,Complex,Japan,39.853,141.001,2038,Subduction zone / Continental crust (>25 km),Eruption Observed
283250,Hachimantai,Stratovolcano,Japan,39.958,140.854,1613,Subduction zone / Continental crust (>25 km),Eruption Dated
283260,Akita-Yakeyama,Stratovolcano,Japan,39.964,140.757,1366,Subduction zone / Continental crust (>25 km),Eruption Observed
283262,Megata,Maar(s),Japan,39.95,139.73,291,Subduction zone / Continental crust (>25 km),Eruption Dated
283270,Iwakisan,Stratovolcano,Japan,40.656,140.303,1625,Subduction zone / Continental crust (>25 km),Eruption Observed
283271,Towada,Caldera,Japan,40.51,140.88,1011,Subduction zone / Continental crust (>25 km),Eruption Observed
283280,Hakkodasan,Stratovolcano(es),Japan,40.659,140.877,1585,Subduction zone / Continental crust (>25 km),Eruption Dated
283290,Osorezan,Stratovolcano,Japan,41.279,141.12,878,Subduction zone / Continental crust (>25 km),Eruption Observed
284010,Izu-Oshima,Stratovolcano,Japan,34.724,139.394,758,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
284011,Toshima,Stratovolcano,Japan,34.52,139.279,508,Subduction zone / Oceanic crust (< 15 km),Eruption Dated
284020,Niijima,Lava dome(s),Japan,34.397,139.27,432,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
284030,Kozushima,Lava dome(s),Japan,34.219,139.153,572,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
284040,Miyakejima,Stratovolcano,Japan,34.094,139.526,775,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
284041,Mikurajima,Stratovolcano,Japan,33.874,139.602,851,Subduction zone / Oceanic crust (< 15 km),Eruption Dated
284042,Kurose Hole,Submarine,Japan,33.4,139.68,-107,Subduction zone / Oceanic crust (< 15 km),Evidence Uncertain
284050,Hachijojima,Stratovolcano(es),Japan,33.137,139.766,854,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
284060,Aogashima,Stratovolcano,Japan,32.458,139.759,423,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
284061,Kita-Bayonnaise,Submarine,Japan,32.1,139.85,-360,Subduction zone / Oceanic crust (< 15 km),Evidence Uncertain
284070,Myojinsho,Submarine,Japan,31.888,139.918,11,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
284080,Sumisujima,Submarine,Japan,31.44,140.051,136,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
284090,Izu-Torishima,Stratovolcano,Japan,30.484,140.303,394,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
284091,Sofugan,Stratovolcano,Japan,29.794,140.342,99,Subduction zone / Oceanic crust (< 15 km),Evidence Uncertain
284093,Suiyo Seamount,Submarine,Japan,28.575,140.633,-991,Subduction zone / Crustal thickness unknown,Unrest / Holocene
284094,Mokuyo Seamount,Submarine,Japan,28.327,140.572,-933,Subduction zone / Crustal thickness unknown,Unrest / Holocene
284095,Doyo Seamount,Submarine,Japan,27.68,140.8,-590,Subduction zone / Crustal thickness unknown,Unrest / Holocene
284096,Nishinoshima,Caldera,Japan,27.247,140.874,25,Subduction zone / Crustal thickness unknown,Eruption Observed
284097,Kaikata Seamount,Submarine,Japan,26.667,140.929,-165,Subduction zone / Crustal thickness unknown,Unrest / Holocene
284100,Kaitoku Seamount,Submarine,Japan,26.127,141.102,-95,Subduction zone / Crustal thickness unknown,Eruption Observed
284110,Kita-Ioto,Stratovolcano,Japan,25.424,141.284,792,Subduction zone / Crustal thickness unknown,Eruption Observed
284120,Ioto,Caldera,Japan,24.751,141.289,169,Subduction zone / Crustal thickness unknown,Eruption Observed
284121,Kita-Fukutokutai,Submarine,Japan,24.417,141.417,-73,Subduction zone / Crustal thickness unknown,Eruption Observed
284130,Fukutoku-Oka-no-Ba,Submarine,Japan,24.285,141.481,-29,Subduction zone / Crustal thickness unknown,Eruption Observed
284131,Minami-Hiyoshi,Submarine,Japan,23.5,141.935,-107,Subduction zone / Crustal thickness unknown,Eruption Observed
284132,Nikko,Submarine,Japan,23.078,142.326,-392,Subduction zone / Crustal thickness unknown,Unrest / Holocene
284133,Fukujin,Submarine,United States,21.93,143.47,-217,Subduction zone / Crustal thickness unknown,Eruption Observed
284134,Kasuga 1,Submarine,United States,21.765,143.71,-598,Subduction zone / Crustal thickness unknown,Eruption Observed
284135,Kasuga 2,Submarine,United States,21.6,143.637,-274,Subduction zone / Crustal thickness unknown,Evidence Credible
284136,NW Eifuku,Submarine,United States,21.485,144.043,-1535,Subduction zone / Crustal thickness unknown,Unrest / Holocene
284137,Daikoku,Submarine,United States,21.324,144.194,-323,Subduction zone / Crustal thickness unknown,Unrest / Holocene
284140,Farallon de Pajaros,Stratovolcano,United States,20.546,144.893,337,Subduction zone / Crustal thickness unknown,Eruption Observed
284141,Ahyi,Submarine,United States,20.42,145.03,-75,Subduction zone / Crustal thickness unknown,Eruption Dated
284142,Supply Reef,Submarine,United States,20.13,145.1,-8,Subduction zone / Crustal thickness unknown,Eruption Dated
284143,Maug Islands,Stratovolcano,United States,20.02,145.22,227,Subduction zone / Crustal thickness unknown,Unrest / Holocene
284150,Asuncion,Stratovolcano,United States,19.671,145.406,857,Subduction zone / Crustal thickness unknown,Eruption Observed
284160,Agrigan,Stratovolcano,United States,18.77,145.67,965,Subduction zone / Crustal thickness unknown,Eruption Observed
284170,Pagan,Stratovolcano(es),United States,18.13,145.8,570,Subduction zone / Crustal thickness unknown,Eruption Observed
284180,Alamagan,Stratovolcano,United States,17.6,145.83,744,Subduction zone / Crustal thickness unknown,Eruption Dated
284190,Guguan,Stratovolcano,United States,17.307,145.845,287,Subduction zone / Crustal thickness unknown,Eruption Observed
284191,Zealandia Bank,Stratovolcano,United States,16.88,145.85,0,Subduction zone / Crustal thickness unknown,Unrest / Holocene
284192,Sarigan,Stratovolcano,United States,16.708,145.78,538,Subduction zone / Crustal thickness unknown,Evidence Credible
284193,South Sarigan Seamount,Submarine,United States,16.58,145.78,-184,Subduction zone / Crustal thickness unknown,Eruption Observed
284200,Anatahan,Stratovolcano,United States,16.35,145.67,790,Subduction zone / Crustal thickness unknown,Eruption Observed
284201,East Diamante,Submarine,United States,15.93,145.67,-127,Subduction zone / Crustal thickness unknown,Unrest / Holocene
284202,Ruby,Submarine,United States,15.62,145.57,-230,Subduction zone / Crustal thickness unknown,Eruption Observed
284210,Esmeralda Bank,Submarine,United States,15,145.25,-43,Subduction zone / Crustal thickness unknown,Unrest / Holocene
284211,NW Rota-1,Submarine,United States,14.601,144.775,-517,Subduction zone / Crustal thickness unknown,Eruption Observed
284220,Forecast Seamount,Submarine,United States,13.4,143.92,-1456,Subduction zone / Crustal thickness unknown,Unrest / Holocene
284230,Seamount X,Submarine,United States,13.25,144.02,-1230,Subduction zone / Crustal thickness unknown,Unrest / Holocene
284305,Mariana Back-Arc Segment at 15.5°N,Submarine,United States,15.406,144.506,-4100,Subduction zone / Oceanic crust (< 15 km),Eruption Dated
285010,Oshima-Oshima,Stratovolcano,Japan,41.51,139.367,732,Subduction zone / Continental crust (>25 km),Eruption Observed
285011,Esan,Lava dome(s),Japan,41.805,141.166,618,Subduction zone / Continental crust (>25 km),Eruption Observed
285020,Hokkaido-Komagatake,Stratovolcano,Japan,42.063,140.677,1131,Subduction zone / Continental crust (>25 km),Eruption Observed
285030,Toya,Stratovolcano,Japan,42.544,140.839,733,Subduction zone / Continental crust (>25 km),Eruption Observed
285031,Niseko,Stratovolcano(es),Japan,42.875,140.659,1308,Subduction zone / Continental crust (>25 km),Eruption Dated
285032,Yoteizan,Stratovolcano,Japan,42.827,140.812,1888,Subduction zone / Continental crust (>25 km),Eruption Dated
285034,Kuttara,Stratovolcano(es),Japan,42.491,141.16,549,Subduction zone / Continental crust (>25 km),Eruption Dated
285040,Shikotsu,Caldera,Japan,42.688,141.38,1320,Subduction zone / Continental crust (>25 km),Eruption Observed
285041,Rishirizan,Stratovolcano,Japan,45.179,141.242,1721,Subduction zone / Continental crust (>25 km),Eruption Dated
285050,Tokachidake,Stratovolcano(es),Japan,43.418,142.686,2077,Subduction zone / Continental crust (>25 km),Eruption Observed
285060,Taisetsuzan,Stratovolcano(es),Japan,43.664,142.854,2291,Subduction zone / Continental crust (>25 km),Eruption Dated
285061,Maruyama,Stratovolcano(es),Japan,43.418,143.031,2013,Subduction zone / Continental crust (>25 km),Eruption Observed
285070,Akan,Caldera,Japan,43.384,144.013,1499,Subduction zone / Continental crust (>25 km),Eruption Observed
285080,Kussharo,Caldera,Japan,43.615,144.427,574,Subduction zone / Continental crust (>25 km),Eruption Dated
285081,Mashu,Caldera,Japan,43.572,144.561,857,Subduction zone / Continental crust (>25 km),Eruption Dated
285082,Rausudake,Stratovolcano,Japan,44.076,145.122,1660,Subduction zone / Continental crust (>25 km),Eruption Dated
285083,Tenchozan,Crater rows,Japan,44.044,145.086,1046,,Eruption Dated
285090,Shiretoko-Iozan,Stratovolcano,Japan,44.133,145.161,1562,Subduction zone / Continental crust (>25 km),Eruption Observed
290010,Tomariyama [Golovnin],Caldera,Japan - administered by Russia,43.844,145.504,535,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
290020,Raususan [Mendeleev],Stratovolcano,Japan - administered by Russia,43.979,145.733,882,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
290021,Ruruidake [Smirnov],Stratovolcano,Japan - administered by Russia,44.454,146.139,1486,Subduction zone / Intermediate crust (15-25 km),Evidence Credible
290030,Chachadake [Tiatia],Stratovolcano,Japan - administered by Russia,44.353,146.252,1822,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
290040,Berutarubesan [Berutarube],Stratovolcano,Japan - administered by Russia,44.462,146.932,1221,Subduction zone / Intermediate crust (15-25 km),Evidence Credible
290041,Moekeshiwan [Lvinaya Past],Stratovolcano,Japan - administered by Russia,44.608,146.994,528,Subduction zone / Intermediate crust (15-25 km),Eruption Dated
290050,Etorofu-Atosanupuri [Atosanupuri],Stratovolcano,Japan - administered by Russia,44.808,147.131,1206,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
290060,Nishihitokappuyama [Bogatyr Ridge],Stratovolcano,Japan - administered by Russia,44.833,147.342,1634,Subduction zone / Intermediate crust (15-25 km),Evidence Credible
290061,Unnamed,Submarine,Japan - administered by Russia,45.022,147.019,-195,Subduction zone / Intermediate crust (15-25 km),Evidence Uncertain
290070,Etorofu-Yakeyama [Grozny Group],Complex(es),Japan - administered by Russia,45.012,147.871,1158,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
290072,Odamoisan [Tebenkov],Stratovolcano,Japan - administered by Russia,45.028,147.918,1208,Subduction zone / Intermediate crust (15-25 km),Evidence Uncertain
290080,Sashiusudake [Baransky],Stratovolcano,Japan - administered by Russia,45.1,148.019,1125,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
290090,Chirippusan [Chirip],Stratovolcano(es),Japan - administered by Russia,45.338,147.92,1587,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
290100,Moyorodake [Medvezhia],Stratovolcano,Japan - administered by Russia,45.389,148.838,1124,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
290110,Rakkibetsudake [Demon],Stratovolcano,Japan - administered by Russia,45.5,148.85,1205,Subduction zone / Intermediate crust (15-25 km),Evidence Credible
290111,Ivao Group,Pyroclastic cone(s),Russia,45.77,149.68,1426,Subduction zone / Intermediate crust (15-25 km),Evidence Credible
290112,Rudakov,Stratovolcano,Russia,45.874,149.819,532,Subduction zone / Intermediate crust (15-25 km),Evidence Uncertain
290113,Tri Sestry,Stratovolcano,Russia,45.93,149.92,998,Subduction zone / Intermediate crust (15-25 km),Evidence Uncertain
290120,Kolokol Group,Stratovolcano,Russia,46.042,150.083,1328,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
290150,Chirpoi,Caldera,Russia,46.532,150.871,742,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
290160,Unnamed,Submarine,Russia,46.47,151.28,-502,Subduction zone / Oceanic crust (< 15 km),Eruption Dated
290161,Milna,Stratovolcano,Russia,46.815,151.786,1504,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
290180,Zavaritzki Caldera,Caldera,Russia,46.925,151.95,624,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
290190,Prevo Peak,Stratovolcano,Russia,47.02,152.12,1360,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
290191,Uratman,Stratovolcano,Russia,47.12,152.25,678,Subduction zone / Oceanic crust (< 15 km),Evidence Credible
290200,Ketoi,Stratovolcano,Russia,47.35,152.475,1172,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
290210,Ushishur,Caldera,Russia,47.52,152.8,401,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
290211,Srednii,Submarine,Russia,47.6,152.92,36,Subduction zone / Oceanic crust (< 15 km),Evidence Credible
290220,Rasshua,Stratovolcano,Russia,47.77,153.02,956,Subduction zone / Oceanic crust (< 15 km),Eruption Observed
290240,Sarychev Peak,Stratovolcano,Russia,48.092,153.2,1496,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
290250,Raikoke,Stratovolcano,Russia,48.292,153.25,551,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
290260,Chirinkotan,Stratovolcano,Russia,48.98,153.48,724,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
290270,Ekarma,Stratovolcano,Russia,48.958,153.93,1170,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
